lbp58,hog435,hog556,hog111,hog25,hog369,hog16,hog210,hog363,hog138,hog394,hog120,hog361,hog151,hog421,hog387,hog95,hog225,hog309,hog237,hog547,hog117,hog336,hog374,hog243,hog235,hog565,hog278,hog34,hog430,hog43,hog129,hog61,hog520,hog94,hog90,hog329,lbp5,hog217,hog102,lbp3,hog17,hog221,hog509,hog379,hog84,hog209,hog160,hog367,hog7,Clase
0.3864698,0.108181,0.241385,0.115449,0.1499017,0.1049227,0.2522728,0.2857365,0.2160671,0.1704726,0.1953185,0.1915505,0.1404795,0.1839774,0.2050698,0.09943232,0.1075223,0.04707246,0.1058581,0.236743,0.241385,0.1022069,0.2325346,0.2160671,0.08695914,0.1180753,0.1613865,0.08895262,0.2522728,0.2049005,0.3149747,0.2203761,0.3149747,0.2214733,0.1196591,0.09940404,0.05958582,0.0108754,0.04297465,0.2583555,0.01093399,0.2522728,0.08024491,0.2214733,0.108719,0.0859824,0.2320725,0.2533858,0.2160671,0.1743541,Capacitor electrolitico
0.3794997,0.1641344,0.1067532,0.2577374,0.2326351,0.2573197,0.1813156,0.1238799,0.09780624,0.2577374,0.1035034,0.2577374,0.2573197,0.235412,0.1220605,0.2573197,0.2368505,0.2613208,0.1382959,0.1800904,0.07716679,0.07228579,0.07909813,0.08758803,0.2613208,0.2613208,0.08671272,0.09993687,0.179857,0.1376621,0.1618619,0.09658146,0.1533153,0.0927503,0.2368505,0.06755629,0.08852312,0.00944304,0.1957843,0.1186722,0.01380354,0.2326351,0.1532044,0.06896077,0.2320515,0.1923893,0.1589895,0.1953917,0.2139222,0.2314595,Capacitor electrolitico
0.3843621,0.2208345,0.1103647,0.08730324,0.2231661,0.2349915,0.2231661,0.2180443,0.1541347,0.1494283,0.2349915,0.06512253,0.1768457,0.229436,0.24896,0.2349915,0.1826816,0.1064681,0.221347,0.2437455,0.2641647,0.02689078,0.2001958,0.2349915,0.2437455,0.2437455,0.2641647,0.2404849,0.217191,0.08683196,0.2278541,0.1146914,0.2278541,0.2269061,0.1144572,0.04239405,0.15124,0.003658016,0.2410418,0.2071954,0.003752687,0.2231661,0.08267968,0.1403249,0.1227903,0.1361267,0.2219374,0.229436,0.1447289,0.2231661,Capacitor electrolitico
0.3636964,0.133909,0.1495429,0.3367186,0.2961502,0.2408421,0.1290465,0.1015287,0.1190696,0.2832652,0.1895866,0.2173627,0.2408421,0.2290599,0.1465229,0.2408421,0.1164732,0.1005703,0.08072992,0.1776669,0.1392859,0.08711029,0.08673379,0.10771,0.2542819,0.2542819,0.2308284,0.1298168,0.1430227,0.1385631,0.1348897,0.3367186,0.1232326,0.1839795,0.1311225,0.08533834,0.08974078,0.00641208,0.1241351,0.3507617,0.01184586,0.2961502,0.1982571,0.06693146,0.2163449,0.3507617,0.1744991,0.1577913,0.1519791,0.2961502,Capacitor electrolitico
0.3555762,0.207666,0.2668376,0.1871469,0.2589738,0.128505,0.2531795,0.2352783,0.1985096,0.3637158,0.1486654,0.3637158,0.08454424,0.2769938,0.1693164,0.1132216,0.06106706,0.2651024,0.2192347,0.1364749,0.2136605,0.08241165,0.2528894,0.0926552,0.1120055,0.08988936,0.2668376,0.2300956,0.2411828,0.2672625,0.20717,0.2214407,0.1972401,0.2000443,0.08574038,0.09973767,0.07447428,0.01301272,0.2651024,0.2172732,0.01095686,0.2589738,0.0472219,0.06314563,0.09802514,0.138265,0.2200645,0.2769938,0.2459623,0.2589738,Capacitor electrolitico
0.3768101,0.2389963,0.122607,0.2324595,0.2216236,0.09997361,0.1757889,0.09221984,0.1120625,0.1021541,0.2356259,0.2324595,0.08392197,0.2284832,0.2493106,0.2356259,0.05079317,0.1385033,0.2612935,0.08196171,0.2552063,0.1342477,0.1092989,0.134277,0.09546151,0.06226167,0.1380898,0.0663643,0.1067358,0.1594982,0.1603526,0.08690514,0.1184956,0.2284117,0.04196344,0.1172889,0.1906445,0.004513967,0.06375162,0.08927032,0.004081269,0.2026314,0.08316298,0.0565954,0.234973,0.2080373,0.0827666,0.08912291,0.155639,0.2456279,Capacitor electrolitico
0.3913515,0.2134459,0.1726398,0.1918532,0.3240774,0.1043671,0.2034228,0.09256396,0.0754324,0.328828,0.2183183,0.328828,0.1205522,0.2962227,0.2141255,0.2036673,0.06691999,0.2450056,0.1770027,0.1306845,0.2278284,0.05816347,0.05271038,0.209755,0.1041934,0.1196085,0.2044419,0.12635,0.3240774,0.1952098,0.2244542,0.2031732,0.2838814,0.2351396,0.1016725,0.08470726,0.2371403,0.003940802,0.2217059,0.3038528,0.008569935,0.2082757,0.1716321,0.08001372,0.1820538,0.1987428,0.1121374,0.2962227,0.1897541,0.1500277,Capacitor electrolitico
0.4037584,0.2799236,0.2394883,0.2075094,0.3019716,0.1046522,0.2411494,0.08234718,0.2050136,0.2531177,0.223313,0.1896547,0.1265213,0.2735903,0.2308152,0.09515178,0.05505004,0.2555624,0.2641628,0.08469135,0.2394883,0.2531177,0.1714809,0.08103862,0.1472796,0.1752125,0.2328053,0.2041356,0.1822038,0.2308152,0.287747,0.2491156,0.1702947,0.2379802,0.06454029,0.2857908,0.08280961,0.01207983,0.2555624,0.1467983,0.01086076,0.3019716,0.07244232,0.09548973,0.1022472,0.1295548,0.1399383,0.2162582,0.2732045,0.3019716,Capacitor electrolitico
0.3785658,0.3173134,0.1956384,0.2585772,0.2513204,0.1217836,0.1913248,0.2118772,0.1915538,0.2585772,0.1078079,0.216385,0.1411132,0.2707039,0.1760769,0.08935905,0.1426367,0.07606532,0.2548082,0.1940318,0.2278605,0.08218963,0.2165258,0.07380404,0.1212001,0.1244435,0.2278605,0.08736303,0.2258327,0.2050335,0.1717062,0.2585772,0.1398163,0.2571172,0.06237791,0.08326421,0.0734155,0.00920796,0.06921338,0.2582167,0.009357424,0.2513204,0.1352184,0.07416381,0.1077799,0.2093571,0.2729132,0.1657268,0.2827831,0.2513204,Capacitor electrolitico
0.3952165,0.3021618,0.22015,0.1130972,0.129017,0.1233447,0.2536865,0.1172522,0.1276991,0.2227944,0.1447837,0.2227944,0.1901068,0.09378827,0.2095213,0.2506058,0.2219511,0.1735579,0.2880307,0.1227077,0.1878846,0.1155115,0.1104532,0.1635968,0.1722569,0.2266116,0.09711316,0.1273905,0.1518049,0.2367105,0.2235077,0.129699,0.1522723,0.1270732,0.09953605,0.1340973,0.09613512,0.01203438,0.2266116,0.1171564,0.009100202,0.2536865,0.2266116,0.1019479,0.2506058,0.1132601,0.1533918,0.1029451,0.1187336,0.2536865,Capacitor electrolitico
0.380329,0.2528791,0.2446055,0.2759595,0.2450066,0.2063547,0.2054104,0.1449848,0.2447974,0.2104737,0.1334238,0.2103809,0.2447974,0.2212206,0.2281907,0.1133464,0.06844406,0.2263566,0.238552,0.1627592,0.2446055,0.1223836,0.2020032,0.1257266,0.2013062,0.2293241,0.2446055,0.1191658,0.2042211,0.2281907,0.2203276,0.2187738,0.2384086,0.1809903,0.1164982,0.1331697,0.1706235,0.005885578,0.1567141,0.1744325,0.01264464,0.2450066,0.07803237,0.1193855,0.1759015,0.2644803,0.133332,0.2212206,0.2447974,0.2450066,Capacitor electrolitico
0.3178845,0.3002934,0.2497585,0.1121484,0.2379123,0.1974406,0.1610649,0.1318363,0.2312833,0.2653713,0.08162098,0.118363,0.1385066,0.2738712,0.1791926,0.114618,0.04752284,0.2630099,0.2966318,0.1386268,0.1215221,0.2383724,0.2017106,0.06241864,0.2343915,0.170548,0.1490003,0.1423789,0.2379123,0.2678755,0.207036,0.1244877,0.2536233,0.05792224,0.06876374,0.1506114,0.2760595,0.004658978,0.1354701,0.05281667,0.003237813,0.2379123,0.06293089,0.04929693,0.2452392,0.09095863,0.08125273,0.2738712,0.2683942,0.2379123,Capacitor electrolitico
0.3722044,0.2433101,0.2267637,0.1441321,0.228797,0.1227768,0.1777153,0.1739126,0.2451739,0.2412105,0.2451739,0.1561592,0.1631272,0.2324665,0.224852,0.06687974,0.07930154,0.1461246,0.2462496,0.1647868,0.2267637,0.131025,0.2434799,0.1473974,0.1355151,0.1667417,0.1344618,0.1332226,0.2077626,0.224852,0.1551698,0.2412105,0.2196959,0.2455322,0.1204136,0.162367,0.04535075,0.0107736,0.2300294,0.2607852,0.004424761,0.228797,0.05338024,0.1223162,0.06832452,0.1203734,0.1480281,0.2324665,0.2451739,0.228797,Capacitor electrolitico
0.3531444,0.2918662,0.1267716,0.2306927,0.2390632,0.1557308,0.1460037,0.1366421,0.1338774,0.2758033,0.1515973,0.1900626,0.2015433,0.2276674,0.2098682,0.2268569,0.222265,0.1026488,0.2432828,0.1444037,0.0871425,0.0950683,0.13546,0.1351348,0.1309036,0.1931319,0.06613262,0.1880565,0.2390632,0.1833932,0.08365697,0.2758033,0.1831363,0.06781993,0.1438817,0.0706674,0.09943571,0.007822516,0.1160172,0.25396,0.005818497,0.2052539,0.2019804,0.02265953,0.2268569,0.1511773,0.1973268,0.2276674,0.1922162,0.2390632,Capacitor electrolitico
0.341921,0.2985698,0.2893561,0.3055435,0.274125,0.1822906,0.2803149,0.2096747,0.19691,0.3055435,0.2294618,0.3055435,0.2221061,0.2060345,0.2728643,0.2414185,0.2434984,0.1066465,0.3003047,0.2151285,0.1802884,0.09112205,0.183738,0.1216878,0.2027861,0.2151285,0.1181168,0.1663774,0.2803149,0.2728643,0.2321995,0.2552999,0.2321995,0.1484417,0.200799,0.1426407,0.1992144,0.009090677,0.1211602,0.1929404,0.008965864,0.2803149,0.2151285,0.03621944,0.2414185,0.2434984,0.195717,0.2415114,0.1821914,0.2803149,Capacitor electrolitico
0.3678932,0.2702321,0.1819578,0.2605142,0.2001496,0.1506244,0.2516074,0.1509231,0.07843991,0.2605142,0.2128483,0.2605142,0.1075057,0.2223868,0.1976787,0.2128483,0.1011226,0.126607,0.2067496,0.1048183,0.2422712,0.09142946,0.09661272,0.1827944,0.1885363,0.1536574,0.1464393,0.1774173,0.1116134,0.1102529,0.2252977,0.2605142,0.1141996,0.1979477,0.1062204,0.1252252,0.1184226,0.005402164,0.1352516,0.243155,0.01522843,0.2724597,0.1208641,0.1569582,0.1617774,0.243155,0.1767548,0.1037024,0.08680947,0.2724597,Capacitor electrolitico
0.3893528,0.2371391,0.2912334,0.2181625,0.261941,0.1252408,0.261941,0.09481385,0.08717611,0.2305305,0.2484515,0.2052611,0.2484515,0.2355393,0.2561515,0.09855451,0.2362473,0.0945003,0.1865534,0.09338131,0.2912334,0.1606644,0.1002868,0.144758,0.1210913,0.2357352,0.2912334,0.1282079,0.261941,0.2561515,0.2368548,0.2060885,0.2368548,0.2630966,0.131679,0.2080121,0.1177095,0.01080766,0.1032139,0.1366886,0.007895964,0.261941,0.2357352,0.2630966,0.1225854,0.1462068,0.2324743,0.2415018,0.08084626,0.1714248,Capacitor electrolitico
0.4026486,0.1866696,0.1280511,0.2099514,0.33292,0.02398907,0.33292,0.1222403,0.1313196,0.2963448,0.05240175,0.136755,0.02161354,0.3287082,0.08416861,0.07605439,0.253293,0.1265398,0.08754653,0.08722936,0.05967254,0.1722448,0.1706335,0.1159437,0.02334623,0.02327753,0.2303535,0.0715888,0.33292,0.1004011,0.2910421,0.2963448,0.2910421,0.0425657,0.1877898,0.06347692,0.1635936,0.01378081,0.1129929,0.2470724,0.00770723,0.33292,0.2014501,0.1659941,0.2102084,0.09435824,0.02956437,0.3287082,0.1911625,0.33292,Capacitor electrolitico
0.4391276,0.297772,0.2656445,0.254894,0.2051368,0.0617867,0.2509837,0.2806455,0.3143602,0.254894,0.144186,0.2110222,0.05785104,0.2081061,0.2820698,0.03756743,0.1731283,0.05084833,0.2859039,0.3408972,0.2656445,0.1086409,0.2608238,0.05632921,0.06430434,0.05527363,0.2656445,0.1120354,0.2421672,0.2820698,0.2564429,0.254894,0.2380624,0.2353182,0.09827776,0.1011572,0.2608238,0.008689513,0.03896298,0.2308129,0.01056904,0.2509837,0.1985431,0.2773169,0.04963198,0.1792859,0.1625709,0.2081607,0.3095876,0.2509837,Capacitor electrolitico
0.4065057,0.2519907,0.2480616,0.1605944,0.1663772,0.1701711,0.1618726,0.1394101,0.07996811,0.2354392,0.2459464,0.1196397,0.1093476,0.2127623,0.2533288,0.2459464,0.1306977,0.1269128,0.2238555,0.1209527,0.2841607,0.1525863,0.09078772,0.2043217,0.1724455,0.1364926,0.2219592,0.16111,0.148015,0.2533288,0.1941884,0.231247,0.1883976,0.264138,0.1162816,0.1902974,0.240279,0.01255997,0.1288633,0.2155163,0.01326184,0.2759588,0.1501383,0.02290779,0.24576,0.2012409,0.1509724,0.1965018,0.08052913,0.2759588,Capacitor electrolitico
0.3810925,0.3323422,0.2824553,0.1449115,0.3178985,0.1509987,0.1355401,0.09387656,0.145401,0.2925645,0.1349687,0.2129089,0.1647725,0.2997368,0.1431481,0.2436388,0.02171485,0.3194048,0.2769026,0.1308162,0.1507792,0.1674287,0.09301117,0.05123054,0.1382054,0.1597933,0.1760137,0.05824817,0.3178985,0.2916333,0.1088243,0.09876131,0.2491781,0.08975182,0.08951048,0.2484801,0.244325,0.007660409,0.3099223,0.02764845,0.01088705,0.3178985,0.05580609,0.1367518,0.2436388,0.05680515,0.1094148,0.2997368,0.124041,0.2307712,Capacitor electrolitico
0.3234873,0.2189226,0.2339708,0.1228252,0.1507078,0.05681933,0.1273289,0.0651167,0.0522926,0.233206,0.1672692,0.120969,0.04057255,0.2223539,0.1340586,0.08888823,0.08130857,0.1083145,0.1763603,0.03596535,0.2593777,0.233206,0.05759515,0.271803,0.03636808,0.02870574,0.2593777,0.05439536,0.1313757,0.1608594,0.1474115,0.2211416,0.1853946,0.2388204,0.06488974,0.2475043,0.06704862,0.01093581,0.1187906,0.2043574,0.00478623,0.2904672,0.0938549,0.09232076,0.07049324,0.142645,0.05522094,0.1734836,0.271803,0.1187237,Capacitor electrolitico
0.3989434,0.2217676,0.2345574,0.1808291,0.2235703,0.2060706,0.2173264,0.187074,0.129621,0.2986538,0.2647578,0.1926035,0.1191859,0.2214178,0.2711487,0.2647578,0.1498138,0.107544,0.2285316,0.1561207,0.3154629,0.07948947,0.153175,0.2647578,0.1553403,0.08215085,0.1673112,0.03174251,0.2235703,0.2221964,0.1770368,0.2986538,0.2244356,0.2948409,0.2800929,0.08986104,0.1230209,0.009265858,0.1742145,0.2800929,0.003166524,0.2235703,0.2332124,0.01057131,0.2445836,0.1294127,0.05999494,0.2214178,0.06419449,0.2027637,Capacitor electrolitico
0.3525462,0.2620116,0.2636266,0.06065978,0.1198279,0.2390926,0.1006938,0.139636,0.06662882,0.245228,0.1579233,0.1102284,0.1114366,0.1762816,0.226396,0.1544608,0.1369096,0.2481256,0.2156017,0.05782744,0.2636266,0.09913854,0.1563732,0.03792445,0.2081828,0.1061951,0.2636266,0.2366811,0.3356352,0.2670809,0.1058829,0.245228,0.2364991,0.1602687,0.160142,0.1514812,0.08051165,0.01124536,0.2019065,0.1704243,0.005337039,0.3186378,0.08361286,0.09154285,0.1012134,0.04185285,0.1548013,0.2604915,0.2909355,0.07143345,Capacitor electrolitico
0.3646369,0.09750981,0.2730718,0.1973651,0.1197741,0.06603622,0.1913413,0.07953832,0.09660428,0.2596658,0.2767683,0.1615386,0.05087275,0.1154309,0.2678206,0.05984008,0.06662869,0.1024191,0.1117499,0.05514924,0.2730718,0.09822571,0.1129953,0.1533506,0.06957402,0.0435487,0.2730718,0.09984322,0.2507113,0.2678206,0.1794413,0.2596658,0.2493655,0.2552387,0.05823846,0.1284147,0.2560022,0.004220644,0.08492748,0.2429021,0.008157871,0.1849637,0.07005731,0.07555203,0.1155433,0.1584201,0.1217166,0.2778312,0.2767683,0.146228,Capacitor electrolitico
0.336402,0.2542431,0.2828905,0.2790689,0.1454787,0.1104387,0.2491557,0.2387077,0.1821213,0.2790689,0.08324152,0.2790689,0.2154705,0.1509873,0.1142471,0.03876176,0.1060455,0.1022442,0.2572252,0.1986652,0.1552086,0.06248902,0.2375952,0.2668722,0.1326323,0.2672911,0.2365782,0.06298052,0.2149594,0.2166722,0.2504204,0.2790689,0.1778451,0.1354453,0.2549158,0.04610255,0.1809486,0.01780102,0.2672911,0.2549158,0.01191768,0.2491557,0.06616102,0.2510997,0.03331434,0.2549158,0.2525816,0.2107741,0.06013766,0.2491557,Capacitor electrolitico
0.3787636,0.2573588,0.2698455,0.1157049,0.2544807,0.1552525,0.1325404,0.2121897,0.08362265,0.2785752,0.2342423,0.268787,0.09895728,0.2580879,0.2602736,0.2748649,0.05506875,0.251277,0.2318571,0.0750447,0.2698455,0.1953076,0.2292586,0.0460056,0.159993,0.09018399,0.2318112,0.2593716,0.229617,0.2579521,0.09647655,0.2604821,0.1702044,0.2836718,0.03214492,0.2888991,0.03945304,0.005170746,0.259788,0.1767672,0.009019768,0.2544807,0.07049377,0.02352772,0.2748649,0.06197714,0.1734764,0.2580879,0.2748649,0.1698486,Capacitor electrolitico
0.3914421,0.2154498,0.2746827,0.2802256,0.1402498,0.06510807,0.2573218,0.1563193,0.0868505,0.2802256,0.2269692,0.2802256,0.06101915,0.1013005,0.2414491,0.1938815,0.09915322,0.08027543,0.1838034,0.1385759,0.2746827,0.1200369,0.1438592,0.1638656,0.06424594,0.0685788,0.2746827,0.1067709,0.2118007,0.2414491,0.2289638,0.1833463,0.1717748,0.2360175,0.1245443,0.1737934,0.2363181,0.01024031,0.1145586,0.1690829,0.009703099,0.2333789,0.1811866,0.24898,0.1735731,0.2292731,0.08953065,0.1023025,0.08871705,0.1332478,Capacitor electrolitico
0.4082608,0.133976,0.06662256,0.07317162,0.09829763,0.2400933,0.117439,0.1702452,0.1125595,0.09423132,0.1071221,0.1216367,0.2400933,0.08122922,0.1255942,0.2400933,0.1963056,0.2411496,0.06866931,0.109511,0.1314821,0.2684186,0.1605747,0.09755836,0.2411496,0.2411496,0.1383255,0.1480097,0.0791193,0.03524824,0.05921917,0.1457557,0.07774395,0.1118294,0.1725911,0.2694568,0.1493454,0.004789676,0.2411496,0.1143548,0.005482938,0.2370881,0.1691618,0.1909099,0.2400933,0.03399237,0.1754504,0.09131319,0.1058679,0.1631328,Capacitor electrolitico
0.4769197,0.2737126,0.2413492,0.2854759,0.2485131,0.04615161,0.2485131,0.3048144,0.3255485,0.2854759,0.2175387,0.2854759,0.1340083,0.2599526,0.262268,0.06353742,0.1852277,0.04756092,0.2190782,0.3157575,0.2799113,0.07518092,0.3150484,0.07397421,0.05564342,0.1418364,0.2799113,0.05139922,0.2485131,0.1470375,0.2849849,0.2854759,0.2849849,0.2758569,0.09226687,0.07804567,0.1326117,0.006779229,0.04700118,0.2675186,0.003739308,0.2485131,0.2023854,0.08805591,0.09516563,0.2257761,0.3048144,0.2848041,0.04402774,0.2485131,Capacitor electrolitico
0.3432277,0.2649805,0.2434889,0.2052843,0.2925385,0.07337385,0.2563219,0.1457899,0.1614719,0.2110193,0.294053,0.1233635,0.08719028,0.2932507,0.2694043,0.1640695,0.09642567,0.2377249,0.250532,0.1464171,0.2434889,0.1454723,0.1602643,0.1448109,0.07855727,0.09134494,0.2434889,0.1111521,0.2925385,0.2694043,0.1585915,0.2174911,0.2601956,0.2457411,0.0852048,0.2257023,0.2518562,0.008402751,0.2377249,0.1988472,0.008036693,0.2925385,0.1418805,0.07955365,0.1432427,0.1802935,0.1562782,0.2932507,0.1381466,0.2751872,Capacitor electrolitico
0.3407236,0.189016,0.2206597,0.253196,0.1273063,0.09872594,0.1457665,0.1151155,0.09560876,0.3201924,0.2449216,0.3201924,0.1360815,0.1749095,0.2230166,0.2112933,0.01856324,0.2034917,0.2130952,0.1296185,0.1914362,0.09844726,0.0959829,0.1976752,0.12234,0.1661564,0.0958757,0.04096776,0.1452382,0.2230166,0.2052797,0.3201924,0.1975522,0.1734723,0.0252609,0.2102882,0.157084,0.008571468,0.2420429,0.3201827,0.01260977,0.1629427,0.07995185,0.06345476,0.2449216,0.1875742,0.1425257,0.1780125,0.0720768,0.08189943,Capacitor electrolitico
0.3458521,0.2961941,0.2587983,0.3025551,0.2421377,0.09123013,0.2776555,0.1535501,0.1839455,0.3202916,0.2556468,0.3202916,0.1308827,0.2412926,0.2849663,0.1729304,0.0269872,0.1040011,0.2776005,0.1361402,0.2587983,0.03991148,0.2058225,0.2556468,0.1041972,0.1411002,0.2587983,0.05549864,0.2776555,0.2849663,0.2925744,0.3202916,0.222979,0.2331117,0.03273571,0.06132936,0.08317753,0.0116551,0.1156087,0.2768904,0.005113104,0.2776555,0.05389077,0.0836892,0.2011843,0.2149334,0.1721227,0.2726873,0.2083185,0.1347281,Capacitor electrolitico
0.3587608,0.2449026,0.2203522,0.3062623,0.2621342,0.1848862,0.2621342,0.1704502,0.2505728,0.3062623,0.2485533,0.3062623,0.1587006,0.2812476,0.2486811,0.09164307,0.1173946,0.1535855,0.2423261,0.1881715,0.2203522,0.08620645,0.2477106,0.1342711,0.1574853,0.1321211,0.2003123,0.07562852,0.2621342,0.2486811,0.2486993,0.2902202,0.2486993,0.236005,0.1068376,0.1924756,0.1159353,0.007170739,0.1041433,0.2535752,0.008277152,0.2621342,0.1520856,0.05377638,0.109386,0.2211936,0.135858,0.2812476,0.1979785,0.2621342,Capacitor electrolitico
0.3919063,0.2257799,0.2208804,0.1037999,0.2507655,0.03130947,0.1086467,0.2617093,0.2066024,0.2804935,0.08564896,0.1197335,0.02602763,0.2743017,0.1084726,0.03942451,0.186364,0.136257,0.2378193,0.2929349,0.1172638,0.1222862,0.1221071,0.305177,0.03309648,0.0368637,0.1575851,0.0692516,0.1820583,0.1919099,0.08971541,0.2804935,0.06538293,0.08343627,0.2856767,0.07487741,0.2467574,0.007608956,0.2547948,0.1363699,0.004653342,0.1161466,0.1103678,0.1968106,0.03503302,0.06488152,0.1139795,0.1790915,0.09146421,0.1362564,Capacitor electrolitico
0.3305968,0.1799591,0.2307241,0.2423408,0.07727349,0.1619393,0.06550919,0.05508934,0.08198469,0.1388288,0.2449005,0.2423408,0.08705692,0.08255586,0.2349224,0.1471662,0.09910664,0.2299792,0.09349851,0.1012593,0.2555715,0.08077183,0.07840997,0.2449005,0.214527,0.1045116,0.2555715,0.1669652,0.2729053,0.1718092,0.1121497,0.2251866,0.2574136,0.2683624,0.07973067,0.08573725,0.04622107,0.002478715,0.09258757,0.2414411,0.005529888,0.05576674,0.1247159,0.1496947,0.05719289,0.2414411,0.03797181,0.2916155,0.1842156,0.1067441,Capacitor electrolitico
0.3421116,0.2248967,0.228351,0.1678735,0.2377812,0.1326251,0.2377812,0.07347399,0.15505,0.2455048,0.1495205,0.2455048,0.1082695,0.233976,0.1599801,0.2502496,0.07235408,0.2479536,0.2190834,0.08960202,0.1382626,0.1857006,0.1422262,0.2307752,0.1255984,0.09138414,0.1617763,0.06011167,0.2377812,0.2341251,0.2390786,0.2455048,0.2390786,0.1173387,0.05942892,0.2654483,0.2259545,0.004773856,0.2479536,0.2371859,0.01260685,0.2377812,0.1230639,0.007149525,0.2502496,0.1074307,0.05644272,0.2139847,0.1416822,0.1696331,Capacitor electrolitico
0.4029203,0.1102587,0.1222603,0.2145368,0.1417146,0.1405336,0.0233376,0.1235984,0.03644054,0.2811279,0.06536019,0.06467605,0.169225,0.2226091,0.04978535,0.3383314,0.01238737,0.2369994,0.1396527,0.06780955,0.07680081,0.2811279,0.03273832,0.1873678,0.0506834,0.07325555,0.1403209,0.007369461,0.03037141,0.09584165,0.0332493,0.2811279,0.02377786,0.05603686,0.01630971,0.3097081,0.1208423,0.003842536,0.210517,0.3097081,0.007588843,0.2154072,0.04775659,0.001990663,0.3383314,0.1436136,0.1301184,0.06542622,0.01196837,0.07352861,Capacitor electrolitico
0.3671699,0.07485252,0.2156345,0.2565693,0.09479703,0.1328655,0.1606132,0.04517044,0.04149076,0.07499218,0.1456369,0.1751486,0.1604685,0.1457129,0.190235,0.03511302,0.1698737,0.1458915,0.06141825,0.0279893,0.1969267,0.1143633,0.06592826,0.2957033,0.1402619,0.1401629,0.2504703,0.2702773,0.06963491,0.196595,0.1743768,0.1046918,0.06758771,0.1470053,0.1270622,0.06764034,0.1381241,0.003610337,0.1151868,0.08878049,0.004238218,0.1649707,0.140268,0.2305523,0.03542887,0.2338818,0.1019409,0.08406006,0.2527128,0.09916682,Capacitor electrolitico
0.455934,0.02855589,0.1075381,0.261157,0.0601879,0.05136194,0.330047,0.2689148,0.2592172,0.261157,0.1112374,0.261157,0.03539909,0.04922309,0.1058589,0.03238625,0.08979041,0.02542076,0.02976894,0.2508541,0.1626343,0.02540646,0.2686018,0.2539872,0.04437945,0.03258733,0.2448065,0.05914997,0.330047,0.06569985,0.2537941,0.2409506,0.2537941,0.1753594,0.1490659,0.05209312,0.2731407,0.004491606,0.02837959,0.2378174,0.006616605,0.1220595,0.09208598,0.1198985,0.02674733,0.250455,0.07802096,0.2687441,0.2355667,0.03127028,Capacitor electrolitico
0.351804,0.2697218,0.2653646,0.2713962,0.2429081,0.06664661,0.2429081,0.1105427,0.1203607,0.2396069,0.2371319,0.2713962,0.2371319,0.2617128,0.2443657,0.1205058,0.2624974,0.02813417,0.2767757,0.1318384,0.2653646,0.03794933,0.1065237,0.2102132,0.05643386,0.2601161,0.2653646,0.07104294,0.1545165,0.2443657,0.2678337,0.2713962,0.1301366,0.2278281,0.1957346,0.04475043,0.2697255,0.008605589,0.07330739,0.2624974,0.00886659,0.2017154,0.2541145,0.2157978,0.11481,0.2624974,0.2684999,0.08883934,0.07110835,0.2429081,Capacitor electrolitico
0.4162101,0.06342322,0.2313985,0.2675248,0.1287728,0.2709289,0.2877035,0.1362488,0.03549046,0.2027985,0.1825144,0.2548983,0.2709289,0.07871654,0.2225575,0.2709289,0.1110262,0.106834,0.08357144,0.06711708,0.1554134,0.03421316,0.1189775,0.1002408,0.2658446,0.2658446,0.1250512,0.2690214,0.2877035,0.2322085,0.2599126,0.2675248,0.2599126,0.1165648,0.1936161,0.06525845,0.07445273,0.007649938,0.1517135,0.2539546,0.004531144,0.2877035,0.1387647,0.007397213,0.2709289,0.2569405,0.2399789,0.1949556,0.09295061,0.139756,Capacitor electrolitico
0.4714214,0.06893266,0.2872586,0.255145,0.06769004,0.03438259,0.2704619,0.01279281,0.0361145,0.1761826,0.3924247,0.255145,0.01927947,0.07545213,0.3142675,0.08541514,0.1191015,0.08165027,0.04518844,0.05236881,0.2872586,0.255145,0.02329495,0.2430978,0.05671466,0.03324783,0.2872586,0.1365784,0.2734107,0.3142675,0.166574,0.04773095,0.2820123,0.3115909,0.04952153,0.2824484,0.3242278,0.004971972,0.07258327,0.04038581,0.002798109,0.2051909,0.237968,0.03322991,0.05922507,0.205732,0.006618712,0.3000499,0.07488909,0.05463015,Capacitor electrolitico
0.4217683,0.2622828,0.2216843,0.09195954,0.2916152,0.06866071,0.2161309,0.176759,0.1386913,0.3099135,0.04172302,0.2187007,0.232505,0.2763268,0.02777584,0.05650942,0.06032949,0.04681793,0.270106,0.1580204,0.03664818,0.1261177,0.1545189,0.02871089,0.0735976,0.258357,0.09684741,0.08933856,0.2916152,0.2068498,0.2159643,0.1145128,0.2172788,0.05344922,0.05734747,0.218567,0.02652319,0.004626859,0.06416174,0.0846222,0.006701355,0.2916152,0.02936927,0.05127714,0.074393,0.06988531,0.3450292,0.2763268,0.3431527,0.2916152,Capacitor electrolitico
