lbp58,hog25,hog210,hog435,hog387,hog111,hog556,hog363,hog16,hog394,hog369,hog138,hog225,hog95,hog120,hog237,hog361,hog509,hog379,hog151,hog217,hog374,hog513,hog520,hog336,hog221,hog421,hog367,hog547,hog34,hog360,hog117,hog198,hog94,lbp5,hog235,hog565,hog61,hog309,hog222,hog90,hog508,hog510,hog340,hog43,hog483,hog278,hog220,hog96,hog358,Clase
0.3234873,0.1507078,0.0651167,0.2189226,0.08888823,0.1228252,0.2339708,0.0522926,0.1273289,0.1672692,0.05681933,0.233206,0.1083145,0.08130857,0.120969,0.03596535,0.04057255,0.09232076,0.07049324,0.2223539,0.1187906,0.271803,0.07406331,0.2388204,0.05759515,0.0938549,0.1340586,0.271803,0.2593777,0.1313757,0.08237699,0.233206,0.1844731,0.06488974,0.01093581,0.02870574,0.2593777,0.1853946,0.1763603,0.1866022,0.2475043,0.2239483,0.1118216,0.2770237,0.1474115,0.1028028,0.05439536,0.06708641,0.1471048,0.2770237,Capacitor electrolitico
0.4025657,0.08419246,0.04513755,0.04631082,0.2669498,0.106324,0.1503482,0.06390365,0.1726346,0.1339783,0.2669498,0.2532998,0.2363504,0.08540258,0.1234928,0.06085651,0.2669498,0.1289732,0.2669498,0.06854945,0.2363504,0.2669498,0.2317098,0.2269133,0.05599577,0.07671706,0.1297852,0.0916263,0.2701073,0.2665775,0.2318716,0.1140036,0.2274946,0.06449409,0.002249808,0.2158301,0.2809941,0.2385984,0.02891375,0.1056452,0.188031,0.09324992,0.06646731,0.1085422,0.127504,0.05638555,0.03012146,0.05938291,0.09607159,0.04864618,Capacitor electrolitico
0.3989434,0.2235703,0.187074,0.2217676,0.2647578,0.1808291,0.2345574,0.129621,0.2173264,0.2647578,0.2060706,0.2986538,0.107544,0.1498138,0.1926035,0.1561207,0.1191859,0.01057131,0.2445836,0.2214178,0.1742145,0.2647578,0.2948409,0.2948409,0.153175,0.2332124,0.2711487,0.06419449,0.3154629,0.2235703,0.2530513,0.07948947,0.1452459,0.2800929,0.009265858,0.08215085,0.1673112,0.2244356,0.2285316,0.0615898,0.08986104,0.01960651,0.02771633,0.09176382,0.1770368,0.02279946,0.03174251,0.2826858,0.06444967,0.1254291,Capacitor electrolitico
0.3533517,0.1149774,0.0751371,0.1887755,0.06461019,0.1281146,0.1543604,0.1025501,0.1526281,0.2898459,0.06858082,0.1186993,0.2013557,0.1913968,0.06270766,0.07682572,0.2898459,0.1451834,0.1670607,0.1561485,0.2696055,0.08954782,0.1605329,0.2579523,0.1226677,0.1950376,0.2594526,0.05420606,0.270363,0.1702799,0.06317463,0.2688695,0.2221906,0.08861818,0.009221065,0.2696055,0.1546689,0.1815386,0.1937275,0.1059018,0.2666369,0.06700986,0.2579523,0.03627508,0.1384381,0.1009979,0.132016,0.09157028,0.1024181,0.06645137,Capacitor electrolitico
0.3607225,0.2271449,0.09299748,0.2347002,0.3238748,0.2889296,0.2762961,0.07670253,0.2481609,0.1760416,0.09163414,0.2889296,0.2320414,0.03102021,0.2889296,0.114269,0.07947494,0.02878985,0.3238748,0.2276847,0.2197773,0.1335817,0.30477,0.08388469,0.06267324,0.09524758,0.1475013,0.06795716,0.1426242,0.2481609,0.2847596,0.0641393,0.2323543,0.03676162,0.00348865,0.1318623,0.1062702,0.2874906,0.2314501,0.1177579,0.1830957,0.02545263,0.01792236,0.05269636,0.2991519,0.02113747,0.07972259,0.1216788,0.03963447,0.04921933,Capacitor electrolitico
0.3370362,0.181312,0.07257146,0.1589477,0.2896123,0.06196862,0.2040547,0.08198971,0.26428,0.1052035,0.1829005,0.2588639,0.2299811,0.07398365,0.08080005,0.1039032,0.2684477,0.04755804,0.2896123,0.1226617,0.1706055,0.02781374,0.2803428,0.1208245,0.08961093,0.05843149,0.1294319,0.1012305,0.150911,0.26428,0.2432386,0.2588639,0.1873415,0.1391768,0.01082592,0.254666,0.08552857,0.2545604,0.2227656,0.2322326,0.2698653,0.04431297,0.085377,0.16587,0.2545604,0.09150533,0.05181721,0.06473052,0.2366526,0.06759441,Capacitor electrolitico
0.3525462,0.1198279,0.139636,0.2620116,0.1544608,0.06065978,0.2636266,0.06662882,0.1006938,0.1579233,0.2390926,0.245228,0.2481256,0.1369096,0.1102284,0.05782744,0.1114366,0.09154285,0.1012134,0.1762816,0.2019065,0.03792445,0.1190221,0.1602687,0.1563732,0.08361286,0.226396,0.2909355,0.2636266,0.3356352,0.1269093,0.09913854,0.2388728,0.160142,0.01124536,0.1061951,0.2636266,0.2364991,0.2156017,0.05810833,0.1514812,0.2598653,0.06147725,0.2714324,0.1058829,0.05086142,0.2366811,0.08389569,0.06745064,0.157448,Capacitor electrolitico
0.3646369,0.1197741,0.07953832,0.09750981,0.05984008,0.1973651,0.2730718,0.09660428,0.1913413,0.2767683,0.06603622,0.2596658,0.1024191,0.06662869,0.1615386,0.05514924,0.05087275,0.07555203,0.1155433,0.1154309,0.08492748,0.1533506,0.05856086,0.2552387,0.1129953,0.07005731,0.2678206,0.2767683,0.2730718,0.2507113,0.05739773,0.09822571,0.1117267,0.05823846,0.004220644,0.0435487,0.2730718,0.2493655,0.1117499,0.1804869,0.1284147,0.2085827,0.0844391,0.2560022,0.1794413,0.0752969,0.09984322,0.05484465,0.1539345,0.1833294,Capacitor electrolitico
0.3661578,0.2439193,0.2793914,0.2143685,0.1156264,0.1455388,0.3020092,0.2836249,0.2135613,0.2836249,0.05844112,0.2311836,0.1584566,0.08236337,0.1154409,0.293949,0.1569135,0.1325608,0.09989707,0.2499704,0.1532748,0.1000921,0.2042355,0.2606502,0.2750041,0.0751394,0.2850153,0.0550611,0.3020092,0.2439193,0.1487255,0.1581083,0.1371919,0.1528902,0.01987326,0.2046791,0.2820909,0.2335352,0.2434095,0.05061099,0.2188372,0.05851548,0.2606502,0.05502836,0.2261832,0.1914488,0.2424106,0.1200558,0.05983153,0.121294,Capacitor electrolitico
0.3649893,0.125023,0.05061366,0.1780862,0.1712128,0.2003957,0.3040949,0.04453364,0.2082044,0.2843475,0.05803421,0.2584968,0.06888932,0.1003429,0.1578439,0.07001641,0.04527575,0.1038785,0.1532949,0.2129484,0.09721211,0.08444101,0.2494416,0.2494416,0.021512,0.09110926,0.2560367,0.2843475,0.3040949,0.3357512,0.09967551,0.1423492,0.09606189,0.2501537,0.005189411,0.0567239,0.2206166,0.2443636,0.1794876,0.1243981,0.1365591,0.1091038,0.1753108,0.2864907,0.2443636,0.1873534,0.06087606,0.2127339,0.1271134,0.2864907,Capacitor electrolitico
0.3446972,0.1524279,0.1479877,0.2296162,0.09315618,0.2387234,0.2931746,0.1165008,0.2817509,0.1921738,0.2876584,0.2387234,0.2735348,0.08823818,0.2387234,0.1088007,0.196032,0.2421517,0.1099043,0.1603791,0.09963126,0.04109319,0.199711,0.1898616,0.1236493,0.05830085,0.2894619,0.1864042,0.2931746,0.1890809,0.05095614,0.1004166,0.1556869,0.1337207,0.008031606,0.1683331,0.1872313,0.2446225,0.2449659,0.05088495,0.1844759,0.2321755,0.09720565,0.140613,0.2446225,0.0984778,0.2684458,0.1289146,0.08054852,0.06756593,Capacitor electrolitico
0.3216229,0.217132,0.1006944,0.1863319,0.1858567,0.2683133,0.3112498,0.05177923,0.1779539,0.3118838,0.3118838,0.2683133,0.1695299,0.09288425,0.1341859,0.04966923,0.1379598,0.172667,0.07436863,0.2399652,0.1238931,0.1422907,0.2031556,0.2524963,0.1008719,0.07887213,0.2768138,0.1124959,0.3112498,0.2572664,0.1458118,0.07259798,0.128443,0.1005907,0.01084094,0.1476071,0.280185,0.2299819,0.2129901,0.09205172,0.1124114,0.1124527,0.1072539,0.09414179,0.2299819,0.1022395,0.2658971,0.09187806,0.1125558,0.09908122,Capacitor electrolitico
0.3569185,0.2265995,0.08922257,0.2015904,0.2701375,0.1268982,0.2892627,0.06187747,0.2203253,0.2701375,0.2013111,0.241721,0.1850007,0.1945698,0.1043608,0.07621475,0.1215811,0.0670337,0.2701375,0.2508904,0.1329166,0.1064394,0.2838276,0.2838276,0.06480731,0.2459427,0.2524874,0.06670022,0.2892627,0.2265995,0.2642414,0.1856049,0.1700283,0.237349,0.008161891,0.07474689,0.09221301,0.236685,0.2498807,0.1256491,0.1901949,0.06847624,0.06775404,0.06563987,0.180387,0.05194655,0.07596804,0.2459427,0.125503,0.0680734,Capacitor electrolitico
0.3288859,0.2310778,0.2106126,0.2742027,0.07933749,0.2053984,0.2989342,0.1632632,0.2297722,0.2629819,0.1025984,0.2420452,0.1541419,0.06707897,0.1440799,0.1899504,0.2629819,0.1654758,0.1257178,0.2531841,0.1774556,0.1207982,0.1305197,0.2429198,0.2197311,0.06298312,0.285879,0.1067742,0.2989342,0.2310778,0.1152634,0.07686097,0.1575868,0.07526442,0.01416796,0.2751243,0.2921296,0.2424492,0.2586469,0.08048058,0.1068727,0.09210786,0.2429198,0.08765136,0.2424492,0.2510841,0.1556403,0.06627712,0.08173189,0.2109681,Capacitor electrolitico
0.3653861,0.1642741,0.1946331,0.1654678,0.1057509,0.3079246,0.2543891,0.2283514,0.2519059,0.1766598,0.116504,0.3079246,0.05041793,0.1809501,0.3079246,0.223858,0.2286706,0.204256,0.166466,0.1336427,0.05029845,0.159082,0.1951409,0.2262063,0.2213784,0.208204,0.2402671,0.06606061,0.2543891,0.2519059,0.0745315,0.04971391,0.04093618,0.09257291,0.01433458,0.2353466,0.2543891,0.2403442,0.1847957,0.2564201,0.07396264,0.2400588,0.05225784,0.07658495,0.2432823,0.04272553,0.04417561,0.09642278,0.2581211,0.0237437,Capacitor electrolitico
0.3423575,0.2217728,0.1514292,0.2984374,0.198536,0.2954597,0.2836066,0.1694149,0.2538964,0.2548369,0.2548369,0.2954597,0.1835119,0.02985547,0.2954597,0.16405,0.2548369,0.03243792,0.2393424,0.1905306,0.2579547,0.09735175,0.2796142,0.2796142,0.142152,0.05077083,0.2691097,0.09370773,0.2836066,0.2522492,0.1309135,0.04442589,0.1684399,0.04087386,0.004006272,0.2579547,0.2616233,0.2650259,0.2722914,0.05268259,0.09737889,0.05809585,0.03405417,0.08664889,0.2684928,0.02432583,0.06235363,0.064058,0.02852299,0.06759524,Capacitor electrolitico
0.4146252,0.2289629,0.07740002,0.2881837,0.1112175,0.2976837,0.2925248,0.0590933,0.2289629,0.2889958,0.1033729,0.2976837,0.07184178,0.06919467,0.2976837,0.09144979,0.06430712,0.05006599,0.08323312,0.2295169,0.08892097,0.1191437,0.2901424,0.2901424,0.02744759,0.08381934,0.2725061,0.2889958,0.2925248,0.2289629,0.07949357,0.05002172,0.06656788,0.1751934,0.009284436,0.06274965,0.2925248,0.2617893,0.2386984,0.09127387,0.06392203,0.03530312,0.08866508,0.2811683,0.2609758,0.1187103,0.05453847,0.1646289,0.05435421,0.2811683,Capacitor electrolitico
0.3678036,0.1541954,0.05540543,0.268506,0.3669682,0.1697251,0.2756922,0.09166374,0.1173503,0.3669682,0.07984211,0.2960416,0.3668569,0.03269031,0.07628906,0.07842954,0.08553178,0.01919496,0.3669682,0.1847163,0.3668569,0.08161858,0.3027553,0.2351321,0.05962392,0.04789185,0.2778147,0.1002669,0.2756922,0.2470696,0.2900866,0.1655487,0.3091977,0.03759389,0.01413547,0.06575751,0.2322322,0.2698182,0.2339538,0.06324617,0.1687295,0.02131781,0.03146539,0.07304759,0.1396641,0.03425299,0.03069659,0.05670818,0.0347015,0.05014265,Capacitor electrolitico
0.336402,0.1454787,0.2387077,0.2542431,0.03876176,0.2790689,0.2828905,0.1821213,0.2491557,0.08324152,0.1104387,0.2790689,0.1022442,0.1060455,0.2790689,0.1986652,0.2154705,0.2510997,0.03331434,0.1509873,0.2672911,0.2668722,0.0655633,0.1354453,0.2375952,0.06616102,0.1142471,0.06013766,0.1552086,0.2149594,0.08075096,0.06248902,0.1553351,0.2549158,0.01780102,0.2672911,0.2365782,0.1778451,0.2572252,0.02825274,0.04610255,0.146268,0.2510997,0.08819723,0.2504204,0.1958622,0.06298052,0.2672911,0.05795845,0.06216679,Capacitor electrolitico
0.3787636,0.2544807,0.2121897,0.2573588,0.2748649,0.1157049,0.2698455,0.08362265,0.1325404,0.2342423,0.1552525,0.2785752,0.251277,0.05506875,0.268787,0.0750447,0.09895728,0.02352772,0.2748649,0.2580879,0.259788,0.0460056,0.2836718,0.2836718,0.2292586,0.07049377,0.2602736,0.2748649,0.2698455,0.229617,0.268266,0.1953076,0.2780501,0.03214492,0.005170746,0.09018399,0.2318112,0.1702044,0.2318571,0.08242531,0.2888991,0.0273515,0.048251,0.2558828,0.09647655,0.05220947,0.2593716,0.04955141,0.06006141,0.1461868,Capacitor electrolitico
0.3835284,0.1122215,0.07934908,0.3220996,0.1528575,0.240087,0.2792056,0.1028657,0.2717259,0.2205341,0.08822451,0.2745213,0.2081776,0.0977658,0.2745213,0.1055923,0.09968026,0.08789219,0.2114399,0.101659,0.2028012,0.2205341,0.1763998,0.2140633,0.05500507,0.1564341,0.24749,0.1175666,0.2792056,0.1253199,0.08370248,0.08428974,0.1513995,0.1025799,0.007825426,0.1045156,0.2325552,0.1553274,0.2826637,0.1857884,0.1920272,0.1109151,0.09731022,0.07357829,0.2537357,0.06464393,0.07933432,0.1418352,0.102553,0.07695346,Capacitor electrolitico
0.4240502,0.2175227,0.07703884,0.3162899,0.2764861,0.3162197,0.2718142,0.09526052,0.2403942,0.2764861,0.1114318,0.3162197,0.1485917,0.04508199,0.3162197,0.1565686,0.1004959,0.05807939,0.2764861,0.2258922,0.1339107,0.1074731,0.2745973,0.1787395,0.05205481,0.126452,0.2098258,0.08227584,0.2548201,0.2403942,0.1660938,0.07550304,0.08251389,0.04071892,0.00870588,0.16307,0.2008017,0.2654858,0.2777591,0.09678907,0.2179556,0.04930007,0.07153993,0.04880422,0.2654858,0.04132098,0.04999842,0.1201248,0.0312257,0.0647193,Capacitor electrolitico
0.3782904,0.2433046,0.1081232,0.2482287,0.1403103,0.2192893,0.2979147,0.129798,0.2433046,0.2366897,0.1065196,0.2721191,0.1295998,0.04976426,0.2535271,0.1242305,0.1082728,0.07450769,0.1328838,0.2401119,0.1838595,0.2366897,0.07401731,0.26659,0.1339239,0.1139193,0.1725484,0.1500615,0.2150606,0.2272305,0.1425352,0.0801259,0.1535304,0.04470012,0.009540433,0.09054919,0.2979147,0.2142053,0.2385547,0.1246086,0.1815255,0.07235823,0.09122577,0.1400607,0.268315,0.1057661,0.07547935,0.1134132,0.05384375,0.1581472,Capacitor electrolitico
0.3711093,0.1902784,0.1180901,0.3105327,0.2289201,0.3240117,0.2747374,0.06963496,0.2297924,0.2289201,0.05523907,0.3240117,0.06362153,0.07170512,0.3240117,0.08710131,0.07018765,0.05340213,0.2289201,0.1874127,0.05657267,0.187478,0.234418,0.224878,0.1031533,0.110122,0.2390773,0.07863756,0.2747374,0.2297924,0.2648674,0.05664574,0.08477005,0.1495002,0.01010987,0.08999565,0.2747374,0.2364209,0.2696835,0.1116396,0.1067539,0.1243753,0.06485718,0.06888214,0.2448898,0.03627028,0.09915725,0.1923903,0.07907076,0.07836084,Capacitor electrolitico
0.3835647,0.217468,0.2430106,0.3015028,0.1171445,0.2406133,0.2547916,0.265258,0.1805259,0.08866592,0.05631453,0.2406133,0.1940511,0.06219709,0.2274352,0.251316,0.06032927,0.03947581,0.172696,0.1949605,0.1176208,0.06925482,0.1922514,0.1349745,0.2419246,0.06928539,0.1476174,0.265258,0.1443105,0.2427475,0.1104636,0.1594121,0.2294497,0.08458471,0.01032584,0.07333141,0.1620432,0.2389299,0.2740105,0.07669168,0.1800394,0.05358432,0.06460682,0.2419246,0.163004,0.06490947,0.2471094,0.1011105,0.078244,0.2419246,Capacitor electrolitico
0.3914421,0.1402498,0.1563193,0.2154498,0.1938815,0.2802256,0.2746827,0.0868505,0.2573218,0.2269692,0.06510807,0.2802256,0.08027543,0.09915322,0.2802256,0.1385759,0.06101915,0.24898,0.1735731,0.1013005,0.1145586,0.1638656,0.2206638,0.2360175,0.1438592,0.1811866,0.2414491,0.08871705,0.2746827,0.2118007,0.1523941,0.1200369,0.07060183,0.1245443,0.01024031,0.0685788,0.2746827,0.1717748,0.1838034,0.1854858,0.1737934,0.1446103,0.24898,0.08919547,0.2289638,0.2406722,0.1067709,0.2335539,0.1011399,0.1163445,Capacitor electrolitico
0.3846052,0.3052952,0.1233362,0.2898553,0.1573714,0.2762743,0.3206629,0.1363349,0.3052952,0.2344096,0.09344263,0.2762743,0.1180331,0.1445244,0.2762743,0.1546979,0.09685607,0.1035979,0.167137,0.2491033,0.1155161,0.1847722,0.2506146,0.2506146,0.1207192,0.2297346,0.2766342,0.08593886,0.3206629,0.2049626,0.1402351,0.04870554,0.1236727,0.1352615,0.01147452,0.108145,0.3007766,0.2677295,0.2471908,0.2297346,0.1156418,0.1189921,0.09742502,0.0834682,0.275495,0.08174497,0.0670476,0.2227102,0.1608994,0.1207687,Capacitor electrolitico
0.4031301,0.1805938,0.2263807,0.1103574,0.2298587,0.09060352,0.05587798,0.1423048,0.1366418,0.1046106,0.2063385,0.04546431,0.2325215,0.258763,0.1041869,0.1533738,0.2298587,0.1983386,0.2298587,0.1673627,0.2325215,0.08626211,0.2330569,0.1063094,0.2151161,0.2200428,0.1260933,0.1338895,0.1210968,0.06144902,0.2317306,0.2809987,0.2379497,0.137746,0.003297825,0.2293422,0.11583,0.06314683,0.06828695,0.1234898,0.2733164,0.1872633,0.1203285,0.2017829,0.08561172,0.1980828,0.1835001,0.1325658,0.1884464,0.1307583,Capacitor electrolitico
0.4082608,0.09829763,0.1702452,0.133976,0.2400933,0.07317162,0.06662256,0.1125595,0.117439,0.1071221,0.2400933,0.09423132,0.2411496,0.1963056,0.1216367,0.109511,0.2400933,0.1909099,0.2400933,0.08122922,0.2411496,0.09755836,0.241863,0.1118294,0.1605747,0.1691618,0.1255942,0.1058679,0.1314821,0.0791193,0.2298416,0.2684186,0.2281746,0.1725911,0.004789676,0.2411496,0.1383255,0.07774395,0.06866931,0.1180665,0.2694568,0.1576229,0.1311467,0.1482389,0.05921917,0.1989967,0.1480097,0.1677718,0.1246487,0.1984492,Capacitor electrolitico
0.3291881,0.1207441,0.09327,0.1973723,0.2573436,0.3187748,0.1147396,0.1531625,0.2484993,0.1294954,0.1095546,0.3187748,0.2379531,0.1559956,0.3187748,0.1126836,0.09909365,0.1010554,0.161621,0.0877056,0.2379531,0.2573436,0.2927564,0.1057453,0.1040014,0.2379531,0.1196662,0.1318298,0.1474233,0.2484993,0.1993461,0.03186496,0.2306963,0.1109843,0.005009598,0.1170225,0.06977125,0.2522334,0.1974672,0.1872847,0.09004822,0.1245829,0.09246119,0.09468306,0.2266881,0.07321259,0.09099516,0.1608838,0.1320383,0.1065635,Capacitor electrolitico
0.3951466,0.1935197,0.2953954,0.2806297,0.2765746,0.2859281,0.2406746,0.2765746,0.2311053,0.2765746,0.09350226,0.2437133,0.1424205,0.04940434,0.2648702,0.2804101,0.07986062,0.0504817,0.2765746,0.1773548,0.05453206,0.1359636,0.3093686,0.3093686,0.2965749,0.09895961,0.2875392,0.09734654,0.2406746,0.1577424,0.2965749,0.1010115,0.2030251,0.1306945,0.007038693,0.02302772,0.1995758,0.1345371,0.2519751,0.05079154,0.177975,0.1252699,0.0486221,0.05557487,0.1962282,0.02644478,0.1520296,0.2804101,0.03789781,0.07597269,Capacitor electrolitico
0.4769197,0.2485131,0.3048144,0.2737126,0.06353742,0.2854759,0.2413492,0.3255485,0.2485131,0.2175387,0.04615161,0.2854759,0.04756092,0.1852277,0.2854759,0.3157575,0.1340083,0.08805591,0.09516563,0.2599526,0.04700118,0.07397421,0.1850409,0.2758569,0.3150484,0.2023854,0.262268,0.04402774,0.2799113,0.2485131,0.05685392,0.07518092,0.03639962,0.09226687,0.006779229,0.1418364,0.2799113,0.2849849,0.2190782,0.3157575,0.07804567,0.07520635,0.08772814,0.1934761,0.2849849,0.09324704,0.05139922,0.101324,0.2675186,0.07872522,Capacitor electrolitico
0.4346552,0.2667858,0.3009043,0.2921153,0.2795828,0.3063873,0.2349184,0.2795828,0.2667858,0.204527,0.03566404,0.3063873,0.05174707,0.04711102,0.2879172,0.304584,0.06437532,0.06127128,0.2795828,0.2628189,0.05623074,0.1097985,0.3385348,0.2816863,0.2911425,0.05023854,0.2497011,0.03207071,0.2349184,0.2667858,0.2911425,0.05549471,0.05963598,0.05538975,0.004613371,0.06589928,0.1620156,0.2626758,0.2560343,0.1055972,0.06284868,0.05104039,0.04740088,0.04868795,0.2626758,0.03362994,0.06914273,0.07303452,0.1396119,0.04234694,Capacitor electrolitico
0.4582781,0.2808877,0.06765805,0.2657983,0.1777194,0.2739515,0.2658938,0.06676455,0.2037917,0.07545964,0.2620199,0.2739515,0.1631857,0.08486707,0.167506,0.1012178,0.0820676,0.03813826,0.09919513,0.26311,0.1102866,0.06134784,0.2930696,0.09067114,0.03604167,0.09890385,0.10999,0.2885848,0.2308749,0.2808877,0.1842471,0.2739515,0.2722585,0.2446884,0.006922029,0.05593337,0.09709521,0.2802096,0.1749508,0.04869271,0.2579409,0.04229422,0.04359573,0.2291595,0.1569461,0.02989758,0.2052769,0.2875066,0.04023185,0.1778744,Capacitor electrolitico
0.3760757,0.2000669,0.1711147,0.2485444,0.2361712,0.2692774,0.2549414,0.2415379,0.2525111,0.2690535,0.0644524,0.2692774,0.2975235,0.07154825,0.2692774,0.2975235,0.1226858,0.04048672,0.2809927,0.1838199,0.08520056,0.1240897,0.2678784,0.2678784,0.1936129,0.1050483,0.2642364,0.03530752,0.2549414,0.2525111,0.183789,0.2451719,0.2893187,0.2679784,0.01030705,0.05328244,0.1204234,0.1884868,0.2318128,0.05221589,0.2679784,0.06111041,0.04040098,0.04779156,0.2797146,0.03031325,0.09429255,0.2975235,0.04614491,0.040598,Capacitor electrolitico
0.3868297,0.3390083,0.09837742,0.2613779,0.07052671,0.301207,0.2488323,0.1348019,0.3390083,0.1235567,0.09314948,0.301207,0.07377378,0.2999302,0.301207,0.1265064,0.3402908,0.08170051,0.1476937,0.2772961,0.09953522,0.03822701,0.2287263,0.2364971,0.1095127,0.3101603,0.2322703,0.07628918,0.2488323,0.29285,0.06397273,0.08645884,0.06244229,0.1151939,0.009202386,0.3101603,0.1877303,0.2297316,0.2559462,0.3101603,0.1195081,0.140323,0.1228618,0.2287304,0.2563811,0.1322868,0.1089812,0.1214485,0.2999302,0.1570289,Capacitor electrolitico
0.3410748,0.1517049,0.1469636,0.1984074,0.1412407,0.2598686,0.2280656,0.1538515,0.1879308,0.2285892,0.0908801,0.2598686,0.2324686,0.1463735,0.18595,0.1619654,0.107743,0.1035759,0.1535787,0.1290189,0.2010321,0.2169433,0.1296373,0.2008375,0.1615175,0.1103549,0.2384715,0.1230596,0.2098671,0.1670299,0.143937,0.1535133,0.2116161,0.1559619,0.008029867,0.1503731,0.09785128,0.2176325,0.1510472,0.1198896,0.1702726,0.1209958,0.08224014,0.1254448,0.2247681,0.07466409,0.1021526,0.1341113,0.1159245,0.09771454,Capacitor electrolitico
0.3317346,0.2951406,0.1116305,0.2585663,0.2356735,0.2472769,0.2194636,0.1061802,0.2951406,0.2356735,0.1061358,0.3122985,0.1754181,0.2834803,0.3122985,0.1172784,0.08853053,0.1027977,0.2356735,0.3019081,0.15919,0.176356,0.2295546,0.2295546,0.0945207,0.2505686,0.2296102,0.1188805,0.2194636,0.2951406,0.2322954,0.05664641,0.2010171,0.1495555,0.006229742,0.05325352,0.2006082,0.2891297,0.2652738,0.2072737,0.1284463,0.1142417,0.1126671,0.1199517,0.2891297,0.1321632,0.1330699,0.1946483,0.1615503,0.1124199,Capacitor electrolitico
0.3284205,0.2511874,0.07199097,0.2228925,0.07922193,0.2644418,0.1753383,0.1184659,0.2511874,0.3158852,0.1372316,0.2657721,0.1542869,0.2174737,0.2657721,0.1085376,0.1245013,0.07773667,0.09274411,0.2603021,0.2662672,0.3158852,0.1527451,0.2960119,0.1334872,0.214385,0.2813096,0.1139994,0.2806406,0.2511874,0.1141178,0.1558121,0.1916843,0.2242984,0.01063823,0.0995222,0.2806406,0.227004,0.2614722,0.11084,0.1054933,0.09743547,0.05979281,0.1445456,0.227004,0.04867075,0.06220308,0.2273433,0.1456237,0.0885414,Capacitor electrolitico
0.337298,0.2376296,0.05518079,0.1828257,0.3046885,0.1300441,0.2743559,0.04834543,0.1281127,0.3046885,0.06817038,0.2320588,0.1327526,0.1305031,0.1376236,0.04801997,0.06361881,0.1243684,0.3046885,0.2273611,0.1497397,0.1175706,0.2838032,0.2816414,0.0565196,0.119778,0.2591672,0.07144041,0.2743559,0.2376296,0.2585435,0.2023926,0.1731751,0.1477232,0.007259678,0.0719522,0.1704086,0.252528,0.2351876,0.09504703,0.2321734,0.07173903,0.09465513,0.04044725,0.15618,0.06704742,0.08610198,0.1754661,0.08812729,0.09009112,Capacitor electrolitico
0.3110736,0.2832517,0.2544346,0.2451914,0.1732942,0.2716236,0.2145871,0.2340243,0.2832517,0.2340243,0.06988838,0.2716236,0.1225646,0.08958998,0.2716236,0.2523431,0.06897049,0.1925566,0.1327846,0.2608772,0.08880218,0.1586307,0.1960069,0.2214572,0.2495661,0.08423103,0.2199165,0.08581717,0.2145871,0.2832517,0.1754672,0.1025788,0.1538228,0.1052236,0.01219232,0.07541149,0.1399866,0.2673985,0.2867446,0.09653903,0.1221773,0.1767191,0.1453543,0.1016222,0.2673985,0.1569755,0.1571934,0.1490798,0.09779838,0.1228496,Capacitor electrolitico
0.3237817,0.3143905,0.1368001,0.2465037,0.09836435,0.2598857,0.2657816,0.06906737,0.3143905,0.2648819,0.08524151,0.2598857,0.09501212,0.06066887,0.2598857,0.125853,0.09516499,0.162994,0.06494664,0.2883328,0.1041721,0.1880087,0.1433089,0.2510457,0.07962578,0.06865977,0.2525762,0.2648819,0.2657816,0.3143905,0.08647377,0.1359359,0.130729,0.1445728,0.008269637,0.1016745,0.2657816,0.2896883,0.2922135,0.1142826,0.1740705,0.124502,0.2510457,0.2635945,0.2896883,0.2457887,0.05871602,0.1413363,0.09337395,0.2635945,Capacitor electrolitico
0.3639005,0.296431,0.09535239,0.2110416,0.2193227,0.2394197,0.2592778,0.1509952,0.296431,0.2345162,0.1075783,0.2394197,0.2946554,0.03890031,0.2394197,0.1040845,0.1463214,0.06954607,0.2028607,0.2911828,0.2946554,0.1981593,0.1460213,0.2456692,0.1037531,0.08148575,0.2559046,0.08908512,0.2592778,0.296431,0.1723306,0.1006637,0.2828863,0.02380838,0.005291735,0.104281,0.2326525,0.2961605,0.2424667,0.1113072,0.1764841,0.07188389,0.08699448,0.07414822,0.2358265,0.07820426,0.052204,0.0641172,0.05288281,0.07506373,Capacitor electrolitico
0.3432277,0.2925385,0.1457899,0.2649805,0.1640695,0.2052843,0.2434889,0.1614719,0.2563219,0.294053,0.07337385,0.2110193,0.2377249,0.09642567,0.1233635,0.1464171,0.08719028,0.07955365,0.1432427,0.2932507,0.2377249,0.1448109,0.1311615,0.2457411,0.1602643,0.1418805,0.2694043,0.1381466,0.2434889,0.2925385,0.1342405,0.1454723,0.2401384,0.0852048,0.008402751,0.09134494,0.2434889,0.2601956,0.250532,0.1200868,0.2257023,0.0812441,0.07167141,0.1256809,0.1585915,0.07694206,0.1111521,0.15363,0.1147631,0.2060559,Capacitor electrolitico
