lbp58,hog25,hog210,hog435,hog387,hog111,hog556,hog363,hog16,hog394,hog369,hog138,hog225,hog95,hog120,hog237,hog361,hog509,hog379,hog151,hog217,hog374,hog513,hog520,hog336,hog221,hog421,hog367,hog547,hog34,hog360,hog117,hog198,hog94,lbp5,hog235,hog565,hog61,hog309,hog222,hog90,hog508,hog510,hog340,hog43,hog483,hog278,hog220,hog96,hog358,Clase
0.3116686,0.3052715,0.04951615,0.2460949,0.1876886,0.1833221,0.2255277,0.07114283,0.3052715,0.2389067,0.09161954,0.2861032,0.08612613,0.1168358,0.2861032,0.07733809,0.3065542,0.0819592,0.2136402,0.2757919,0.2424124,0.04664784,0.1718143,0.2006736,0.04803795,0.1449725,0.2682984,0.06473733,0.2255277,0.3052715,0.1356191,0.1601918,0.07497871,0.0563492,0.001878025,0.3206417,0.2005856,0.2812278,0.2462904,0.3206417,0.2360807,0.08512557,0.09587255,0.1914384,0.2319659,0.1279772,0.06802943,0.07095393,0.2900997,0.09180965,Capacitor electrolitico
0.3509002,0.2829327,0.212905,0.2343752,0.2024253,0.3169602,0.2500344,0.1825845,0.2829327,0.2471101,0.07356313,0.222334,0.108077,0.06341617,0.3169602,0.2251192,0.207016,0.1118206,0.1351431,0.2615004,0.1524025,0.2471101,0.2254761,0.2254761,0.2037661,0.06832868,0.2512687,0.04685596,0.2500344,0.2829327,0.2526853,0.05503127,0.1058092,0.09637816,0.009851211,0.2583699,0.2369834,0.2539625,0.2437265,0.09082871,0.07505712,0.1801342,0.1162227,0.06406967,0.2106158,0.1182523,0.06153955,0.1083175,0.08647501,0.1437366,Capacitor electrolitico
0.3106082,0.2378593,0.2507181,0.2508085,0.1011874,0.2810857,0.2254736,0.242928,0.251664,0.07039385,0.1135516,0.3058548,0.2493268,0.01692011,0.3058548,0.2337251,0.1412422,0.1452581,0.1022801,0.2022846,0.2493268,0.1204051,0.2046637,0.09909608,0.2357769,0.01036872,0.08002441,0.2440015,0.1063301,0.1860227,0.1116036,0.04739248,0.2507181,0.02880565,0.009530034,0.2056918,0.2364634,0.1891176,0.2501023,0.01793791,0.08061493,0.05928797,0.197775,0.1961147,0.2688398,0.251577,0.2425432,0.02912052,0.01660302,0.2357769,Capacitor electrolitico
0.3525938,0.2899449,0.04315494,0.3219342,0.3175368,0.302093,0.2964472,0.1259902,0.2899449,0.1839453,0.0927814,0.302093,0.3299588,0.01783338,0.302093,0.06442802,0.1070042,0.01078556,0.3175368,0.2697601,0.231416,0.06284781,0.1961882,0.0945835,0.1320431,0.04075571,0.2338564,0.1053723,0.1791419,0.2689747,0.1015972,0.07057058,0.2799632,0.01940159,0,0.08736559,0.1983871,0.2912181,0.277424,0.1157264,0.1738289,0.03288704,0.01054453,0.09114916,0.2912181,0.01288133,0.04605663,0.03129293,0.05215817,0.0253982,Capacitor electrolitico
0.2855587,0.1214133,0.07192841,0.1305059,0.2554493,0.1610955,0.2680411,0.07621544,0.2761364,0.2557951,0.07303592,0.2945645,0.2269534,0.01919097,0.2945645,0.1098056,0.07598877,0.04475925,0.184892,0.1215665,0.1740317,0.2148718,0.2394965,0.2507935,0.05864194,0.0983243,0.3283283,0.1358871,0.2680411,0.2761364,0.1577805,0.08729739,0.1226297,0.05812757,0,0.08942284,0.2680411,0.3011243,0.1354399,0.1301729,0.2779031,0.04312982,0.03374704,0.08763754,0.2440623,0.03862162,0.03584978,0.2039406,0.02438443,0.08044168,Capacitor electrolitico
0.3185887,0.1824638,0.07923707,0.3260293,0.08367565,0.166824,0.04506828,0.09898061,0.2710118,0.0929816,0.09854773,0.336014,0.1225201,0.04486122,0.1510651,0.08678772,0.09728915,0.02958544,0.2180998,0.1087973,0.1770891,0.2708495,0.05625944,0.04818769,0.1125572,0.1155693,0.05915253,0.1084169,0.03823936,0.2913316,0.04752776,0.05368909,0.131081,0.04447769,0.007126065,0.09507544,0.06412348,0.2548609,0.2939734,0.1591453,0.07963709,0.03497615,0.0323595,0.08015538,0.2133184,0.02774553,0.08468729,0.09139337,0.09798901,0.01789077,Capacitor electrolitico
0.3016571,0.1270566,0.04204815,0.24891,0.2042497,0.1390056,0.2592024,0.07916411,0.05239261,0.2431029,0.1695314,0.2769086,0.3396227,0.02146793,0.2390497,0.05819373,0.1303275,0.03972095,0.2431029,0.09511054,0.3396227,0.1725962,0.2476329,0.2742139,0.056222,0.04309415,0.2418581,0.1715227,0.2592024,0.2717375,0.0949332,0.04345968,0.2884046,0.03053013,0.008527394,0.1047859,0.2592024,0.2774597,0.2098727,0.03688934,0.1079155,0.04617422,0.04590435,0.103359,0.05775166,0.04615575,0.07425566,0.06670959,0.01557418,0.07232362,Capacitor electrolitico
0.3189593,0.20338,0.2614416,0.2635753,0.2265052,0.2172852,0.122923,0.2466512,0.177077,0.1316462,0.08221169,0.2093005,0.06465571,0.05476814,0.27019,0.2682979,0.07919637,0.03253867,0.1618825,0.159748,0.06260256,0.07149886,0.2552272,0.1722205,0.2207924,0.08601232,0.1110393,0.238619,0.1381874,0.1314326,0.1921359,0.05127178,0.07821512,0.02066358,0.01014213,0.07302958,0.1957245,0.1217675,0.2385081,0.2682979,0.09337611,0.03296978,0.1504617,0.2508323,0.1278189,0.2278539,0.06076469,0.07744367,0.2991641,0.2508323,Capacitor electrolitico
0.3601629,0.2568293,0.101473,0.3119749,0.1821356,0.1717644,0.1869616,0.1590659,0.1392961,0.2531409,0.1121682,0.1475517,0.2728641,0.03776984,0.2589438,0.1179977,0.1537622,0.03156611,0.2010001,0.2476431,0.2147758,0.2531409,0.2206165,0.2574763,0.1398411,0.1001522,0.1969245,0.07073177,0.2084536,0.2568293,0.1317795,0.03220869,0.2598865,0.07558685,0,0.111393,0.2646207,0.26716,0.2585937,0.1150711,0.1297458,0.03324693,0.02756821,0.0484141,0.1559143,0.02842525,0.0294727,0.1841552,0.04815065,0.0598819,Capacitor electrolitico
0.3307011,0.2917795,0.06253602,0.221977,0.2542218,0.2707624,0.1917643,0.05302088,0.2378389,0.2542218,0.2149637,0.2707624,0.2957765,0.03407333,0.2707624,0.05298404,0.09920961,0.1139953,0.2394661,0.2283775,0.1745196,0.05310368,0.2556429,0.1909212,0.06156199,0.03679536,0.2641427,0.1153589,0.2317058,0.1686565,0.2420938,0.07193255,0.2871645,0.04340844,0.008480794,0.1277494,0.0458695,0.08883658,0.2427514,0.04931569,0.08863076,0.1503192,0.08282278,0.08080531,0.1583597,0.112254,0.2272979,0.0436493,0.04249745,0.08460864,Capacitor electrolitico
0.3407222,0.3013527,0.07489084,0.2409768,0.2246974,0.2556683,0.276069,0.1001617,0.3013527,0.263779,0.1067017,0.2974932,0.220429,0.06108556,0.2974932,0.09453206,0.1011115,0.07975317,0.2042378,0.2800236,0.226743,0.194798,0.2009981,0.2651237,0.07923342,0.08926398,0.2892314,0.1288866,0.276069,0.3013527,0.1879255,0.1420748,0.1870132,0.1131003,0.007574312,0.1095009,0.1603388,0.2736868,0.2651383,0.1233029,0.1824656,0.08640824,0.08917584,0.1257688,0.2803023,0.1036352,0.05087492,0.1114632,0.1155784,0.1427879,Capacitor electrolitico
0.3418627,0.2546896,0.2554697,0.145962,0.1138023,0.1050268,0.2916276,0.2854612,0.2977981,0.2854612,0.0369446,0.3078759,0.2901998,0.03929003,0.167277,0.2901998,0.04431332,0.09220389,0.1679923,0.2360035,0.2042474,0.0395793,0.1602931,0.2575886,0.256334,0.0325185,0.2889522,0.07732307,0.2916276,0.2977981,0.1033592,0.2062477,0.2554697,0.08807205,0.007930794,0.05935987,0.08974158,0.2492449,0.1239455,0.04628763,0.2444541,0.05514759,0.1599888,0.09698541,0.2492449,0.1373296,0.2751109,0.1045714,0.06317724,0.256334,Capacitor electrolitico
0.3138437,0.2215684,0.08351883,0.1623012,0.08861863,0.2702896,0.2699556,0.1438204,0.3012803,0.1362829,0.2413984,0.292915,0.2477398,0.08585612,0.292915,0.08670284,0.1095788,0.2589578,0.07530429,0.1492103,0.2477398,0.2726153,0.07446921,0.2303301,0.1300951,0.04496194,0.2252458,0.08713886,0.2699556,0.3012803,0.09176573,0.05850413,0.2458315,0.06396395,0.006811087,0.1066318,0.2699556,0.2806866,0.159843,0.04686185,0.1134506,0.2589578,0.08485666,0.07871784,0.2806866,0.09990586,0.2030598,0.04400782,0.05993698,0.1101351,Capacitor electrolitico
0.3299567,0.1698067,0.1004197,0.1754242,0.09180162,0.07009579,0.2372427,0.08470663,0.2314992,0.213937,0.221195,0.1347381,0.2479107,0.102121,0.2728502,0.09939911,0.221195,0.1287789,0.221195,0.1588027,0.163392,0.1207109,0.1357746,0.2136704,0.1051165,0.08565164,0.204936,0.2087104,0.2372427,0.2270564,0.0916554,0.2728502,0.2300168,0.1054325,0.005326034,0.2479107,0.1063578,0.2846774,0.1588763,0.08312781,0.2970371,0.143401,0.2281937,0.2190444,0.2846774,0.1416331,0.1750813,0.1232124,0.1210277,0.118668,Capacitor electrolitico
0.335241,0.2749115,0.0829481,0.2444308,0.2360751,0.2720276,0.2173404,0.09269796,0.2749115,0.2360751,0.1174434,0.2720276,0.2010257,0.08297744,0.2720276,0.09341671,0.1033229,0.09326787,0.2030384,0.2959132,0.2268823,0.2360751,0.204598,0.2207136,0.09354597,0.09597719,0.2493926,0.09000979,0.2173404,0.2285014,0.2367295,0.1799372,0.2200527,0.1167205,0.01309069,0.1102203,0.1829661,0.1594667,0.3143185,0.1089725,0.212269,0.1134693,0.0802025,0.09029648,0.1640099,0.08907916,0.07106074,0.1158972,0.07786325,0.1407888,Capacitor electrolitico
0.3459463,0.2873474,0.1049637,0.2748524,0.2272567,0.2739002,0.274669,0.1380786,0.2767669,0.2272567,0.1845356,0.2739002,0.2460327,0.04129654,0.2546155,0.1266946,0.2062456,0.03343794,0.2272567,0.2861104,0.2460327,0.1124644,0.2065112,0.2058157,0.1223391,0.1032797,0.2751715,0.131513,0.274669,0.2873474,0.1220471,0.08794627,0.2409346,0.05067602,0.009060649,0.1748772,0.1264789,0.2664422,0.3024471,0.1034366,0.1644913,0.05621488,0.07187143,0.09281559,0.2372855,0.09740789,0.07704812,0.1415511,0.05494204,0.1596539,Capacitor electrolitico
0.4255644,0.1566987,0.3012083,0.2568557,0.1511872,0.2739187,0.3046298,0.2351979,0.2482471,0.2624852,0.1609268,0.2759641,0.01031482,0.1437301,0.2759641,0.297989,0.06414072,0.09962849,0.05093814,0.147946,0.01800485,0.162314,0.09953325,0.2450253,0.1887233,0.1468879,0.2960107,0.2165242,0.243632,0.1066782,0.1815691,0.03225948,0.01634585,0.270243,0.006718743,0.04682301,0.3046298,0.08968592,0.2816822,0.1054003,0.04734328,0.02885585,0.2450253,0.194141,0.2459869,0.2735748,0.04810186,0.297989,0.07651869,0.2773951,Capacitor electrolitico
0.4327675,0.08699357,0.05541828,0.2661842,0.124502,0.05096152,0.2956836,0.1228985,0.23547,0.2030095,0.108961,0.1988631,0.0672809,0.2552617,0.2134871,0.1144061,0.1437975,0.05374544,0.1283649,0.0704403,0.06819803,0.2667664,0.04771784,0.1525859,0.05358418,0.2664816,0.2241978,0.133407,0.2756079,0.08970658,0.0437662,0.04930317,0.0255771,0.2190952,0.008189256,0.1355202,0.2956836,0.176311,0.1938679,0.1969504,0.160212,0.05279317,0.03066512,0.05119261,0.4025462,0.02218459,0.03721314,0.1816707,0.1710226,0.05596929,Capacitor electrolitico
0.3906679,0.1663293,0.07291344,0.1954307,0.04869657,0.2817419,0.09413048,0.08428413,0.2821273,0.2631506,0.04131308,0.1524066,0.04042483,0.118621,0.1790342,0.09458143,0.04268965,0.0912814,0.05515875,0.1192459,0.02636784,0.2631506,0.04488765,0.2541627,0.06655664,0.1745088,0.2309609,0.09232242,0.2566744,0.1913991,0.0305624,0.01585242,0.02743164,0.1340454,0.009993073,0.03953599,0.2566744,0.2335718,0.1520451,0.1373663,0.02867448,0.05956531,0.07438687,0.06097046,0.2828723,0.08923809,0.05033,0.1880565,0.08750375,0.1064222,Capacitor electrolitico
0.3703566,0.2830511,0.2737881,0.2195875,0.270347,0.1721338,0.260232,0.2078168,0.1297057,0.1813714,0.07881122,0.2831609,0.0943737,0.0785111,0.2831609,0.2150454,0.1505505,0.02493343,0.2009511,0.2701754,0.1111975,0.05062888,0.2862085,0.1735751,0.2320057,0.0490074,0.2279146,0.2628651,0.260232,0.2077902,0.2850715,0.03898287,0.1396355,0.05919395,0.008385068,0.1946208,0.2253691,0.2537606,0.2646392,0.0534768,0.09851719,0.04506388,0.05844795,0.06838511,0.1207151,0.03158422,0.1404453,0.0585992,0.08713891,0.07274587,Capacitor electrolitico
0.3834949,0.2058171,0.06314486,0.2555307,0.1500384,0.2367927,0.2869907,0.08453739,0.1890324,0.3048065,0.07672037,0.2367927,0.1448037,0.06700474,0.1404742,0.08445698,0.1011363,0.06201913,0.1528012,0.215938,0.1841344,0.205462,0.0992114,0.2646191,0.07486548,0.1002044,0.263783,0.07849164,0.3006468,0.2447837,0.1499856,0.1374799,0.1092971,0.06937122,0.01263009,0.09927153,0.3006468,0.2393565,0.2333737,0.08317903,0.1520258,0.05221573,0.09803852,0.0610889,0.204937,0.07602875,0.04787017,0.1235756,0.04378651,0.1538283,Capacitor electrolitico
0.3855093,0.1976326,0.210989,0.2968036,0.02070786,0.2566755,0.07632048,0.2456717,0.2631133,0.262039,0.02217573,0.08302652,0.09869642,0.09141758,0.18485,0.2764411,0.03557081,0.2437066,0.02066647,0.1732307,0.2067855,0.262039,0.08512978,0.2437066,0.2024301,0.09175025,0.2629744,0.03987932,0.3272935,0.1401146,0.05162435,0.01899197,0.1741041,0.2967595,0.005702343,0.09475935,0.27403,0.09802549,0.298483,0.07215904,0.02405164,0.135484,0.2297817,0.08613916,0.2607548,0.2605748,0.02769256,0.2764411,0.05673548,0.1099134,Capacitor electrolitico
0.3941059,0.258113,0.2119795,0.2295622,0.0816417,0.2293099,0.2717385,0.1438112,0.168064,0.02904442,0.0611572,0.3039971,0.05004289,0.2279609,0.3039971,0.1122206,0.3011952,0.07285002,0.3012965,0.2899235,0.05904692,0.03417626,0.08544805,0.05570761,0.2894312,0.3549094,0.1367183,0.1069613,0.1986804,0.258113,0.05391465,0.0667834,0.02970498,0.05570687,0.00598336,0.1821969,0.1734572,0.2128839,0.2661958,0.3549094,0.1322394,0.2759084,0.04181885,0.1192376,0.1290882,0.04135112,0.04634377,0.09942412,0.2787353,0.0413206,Capacitor electrolitico
